Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Pandare,2024-02-28,413103,mr
Village health worker is absent since 9 days.,Health,Negative,High,Supa,2024-06-05,413109,en
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Baramati,2025-03-04,413102,en
No electricity for 7 hours continuously.,Electricity,Negative,High,Katphal,2024-05-09,413111,en
Village health worker is absent since 1 days.,Health,Negative,Medium,Morgaon,2024-10-24,413304,en
Medicines are not available at PHC.,Health,Negative,Medium,Malegaon,2024-07-26,413115,en
Library in village remains closed.,Others,Negative,Low,Baramati,2024-06-11,413102,en
Streetlights are not working at the chowk.,Others,Negative,Low,Nimbut,2025-02-22,413110,en
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Nimbut,2024-09-15,413110,mr
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Morgaon,2024-07-05,413304,mr
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Nimbut,2025-04-20,413110,en
No doctor available at primary health center.,Health,Negative,High,Malegaon,2024-04-28,413115,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,High,Baramati,2024-12-22,413102,mr
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Someshwar,2024-07-19,412306,mr
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Katphal,2025-09-07,413111,mr
Village health worker is absent since 9 days.,Health,Negative,High,Supa,2024-10-03,413109,en
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Baramati,2024-05-29,413102,mr
Village health worker is absent since 7 days.,Health,Negative,High,Katphal,2024-08-23,413111,en
Library in village remains closed.,Others,Negative,Low,Pandare,2025-05-18,413103,en
Road construction is pending for months.,Road,Negative,Low,Morgaon,2024-05-19,413304,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Malegaon,2024-03-22,413115,mr
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Baramati,2024-11-26,413102,mr
"Handpump is broken, villagers are suffering.",Water,Negative,High,Supa,2025-04-12,413109,en
गावात नाल्यांची स्वच्छता होत नाही.,Sanitation,Negative,Medium,Malegaon,2024-09-20,413115,mr
No doctor available at primary health center.,Health,Negative,High,Supa,2025-08-14,413109,en
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Katphal,2024-06-12,413111,mr
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Katphal,2024-11-21,413111,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Pandare,2024-09-01,413103,mr
Village road is damaged due to rain.,Road,Negative,Low,Katphal,2024-11-13,413111,en
गावात नाल्यांची स्वच्छता होत नाही.,Sanitation,Negative,Medium,Malegaon,2024-06-01,413115,mr
Frequent power cuts in the evening.,Electricity,Negative,High,Someshwar,2024-11-19,412306,en
Library in village remains closed.,Others,Negative,Low,Baramati,2024-08-28,413102,en
Village health worker is absent since 2 days.,Health,Negative,Medium,Supa,2025-01-12,413109,en
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Pandare,2024-12-17,413103,mr
Frequent power cuts in the evening.,Electricity,Negative,High,Pandare,2025-07-06,413103,en
Village road is damaged due to rain.,Road,Negative,Low,Nimbut,2024-05-21,413110,en
Streetlights are not working at the chowk.,Others,Negative,Low,Supa,2025-05-29,413109,en
Road construction is pending for months.,Road,Negative,Low,Supa,2024-01-22,413109,en
Emergency ambulance did not arrive on time.,Health,Negative,High,Katphal,2024-08-06,413111,en
Village health worker is absent since 3 days.,Health,Negative,Medium,Malegaon,2025-03-22,413115,en
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Supa,2024-11-24,413109,mr
Electric transformer is not working in Pandharpur.,Electricity,Negative,High,Someshwar,2025-06-11,412306,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Nimbut,2024-08-19,413110,mr
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Morgaon,2024-08-06,413304,mr
"Handpump is broken, villagers are suffering.",Water,Negative,High,Supa,2024-01-14,413109,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Nimbut,2024-01-27,413110,mr
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Supa,2025-03-10,413109,mr
Road construction is pending for months.,Road,Negative,Low,Nimbut,2025-04-07,413110,en
"Handpump is broken, villagers are suffering.",Water,Negative,High,Baramati,2024-06-09,413102,en
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Katphal,2024-08-21,413111,mr
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Malegaon,2024-09-11,413115,mr
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Katphal,2025-01-18,413111,mr
No water supply in the village since 8 days.,Water,Negative,High,Pandare,2025-04-04,413103,en
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Katphal,2025-05-19,413111,en
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Supa,2025-07-20,413109,mr
Village health worker is absent since 10 days.,Health,Negative,Medium,Katphal,2025-08-05,413111,en
Electric transformer is not working in Morgaon.,Electricity,Negative,High,Supa,2025-03-16,413109,en
Garbage is not collected regularly in Indapur.,Sanitation,Negative,Medium,Someshwar,2024-07-23,412306,en
पाण्याचा टँकर आला नाही 5 दिवसांपासून.,Water,Negative,High,Someshwar,2024-08-11,412306,mr
Village health worker is absent since 3 days.,Health,Negative,Medium,Malegaon,2024-01-19,413115,en
Emergency ambulance did not arrive on time.,Health,Negative,High,Pandare,2024-11-11,413103,en
No electricity for 9 hours continuously.,Electricity,Negative,High,Nimbut,2025-03-29,413110,en
No doctor available at primary health center.,Health,Negative,High,Malegaon,2025-06-04,413115,en
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Baramati,2024-03-30,413102,en
Frequent power cuts in the evening.,Electricity,Negative,High,Katphal,2025-03-17,413111,en
Road construction is pending for months.,Road,Negative,Low,Someshwar,2024-10-28,412306,en
No water supply in the village since 10 days.,Water,Negative,High,Pandare,2024-09-18,413103,en
No water supply in the village since 10 days.,Water,Negative,High,Morgaon,2025-04-30,413304,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Supa,2025-04-30,413109,mr
Medicines are not available at PHC.,Health,Negative,High,Morgaon,2024-12-27,413304,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Supa,2024-05-13,413109,mr
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Someshwar,2024-04-07,412306,mr
No water supply in the village since 8 days.,Water,Negative,High,Supa,2024-05-20,413109,en
No water supply in the village since 9 days.,Water,Negative,High,Katphal,2025-04-15,413111,en
Library in village remains closed.,Others,Negative,Low,Someshwar,2025-01-02,412306,en
Playground is not maintained properly.,Others,Negative,Low,Malegaon,2024-02-15,413115,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,High,Malegaon,2024-05-24,413115,mr
The road from Malegaon to nearby town is full of potholes.,Road,Negative,Low,Pandare,2024-09-11,413103,en
No electricity for 10 hours continuously.,Electricity,Negative,High,Morgaon,2024-02-16,413304,en
Drinking water tank is empty.,Water,Negative,High,Supa,2025-03-17,413109,en
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Pandare,2024-09-02,413103,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Malegaon,2024-03-10,413115,mr
Village road is damaged due to rain.,Road,Negative,Low,Pandare,2024-07-15,413103,en
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Someshwar,2025-03-01,412306,mr
Playground is not maintained properly.,Others,Negative,Low,Malegaon,2024-09-22,413115,en
Village road is damaged due to rain.,Road,Negative,Low,Baramati,2025-07-25,413102,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Katphal,2024-09-02,413111,mr
Village road is damaged due to rain.,Road,Negative,Low,Malegaon,2024-11-20,413115,en
Playground is not maintained properly.,Others,Negative,Low,Morgaon,2024-04-28,413304,en
The road from Daund to nearby town is full of potholes.,Road,Negative,Low,Someshwar,2024-12-14,412306,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Baramati,2024-09-13,413102,mr
"Handpump is broken, villagers are suffering.",Water,Negative,High,Morgaon,2024-05-24,413304,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Katphal,2025-01-26,413111,mr
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Malegaon,2024-11-06,413115,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,High,Someshwar,2025-06-18,412306,mr
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Baramati,2025-07-13,413102,mr
Road construction is pending for months.,Road,Negative,Low,Supa,2024-05-15,413109,en
No doctor available at primary health center.,Health,Negative,High,Baramati,2025-09-14,413102,en
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Morgaon,2024-10-18,413304,mr
Streetlights are not working at the chowk.,Others,Negative,Low,Pandare,2024-11-01,413103,en
Village health worker is absent since 10 days.,Health,Negative,Medium,Katphal,2024-01-18,413111,en
Library in village remains closed.,Others,Negative,Low,Nimbut,2024-04-12,413110,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Morgaon,2024-05-24,413304,mr
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Supa,2025-05-12,413109,mr
Electric transformer is not working in Jejuri.,Electricity,Negative,High,Morgaon,2025-03-27,413304,en
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Someshwar,2025-05-10,412306,mr
Playground is not maintained properly.,Others,Negative,Low,Baramati,2024-06-20,413102,en
No water supply in the village since 8 days.,Water,Negative,High,Baramati,2025-08-04,413102,en
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Katphal,2024-10-13,413111,mr
No electricity for 7 hours continuously.,Electricity,Negative,High,Pandare,2025-02-06,413103,en
Medicines are not available at PHC.,Health,Negative,Medium,Nimbut,2025-07-30,413110,en
